,Year,Location,Indicators,Products,UOM,Scalar Factor,Value
404,2014,Newfoundland and Labrador,Domestic demand,Alcoholic beverages from restaurants,Dollars,millions,13.3
405,2014,Newfoundland and Labrador,Domestic demand,Meals and alcoholic beverages from other tourism industries,Dollars,millions,3.1
406,2014,Newfoundland and Labrador,Domestic demand,Total other tourism products,Dollars,millions,102.6
407,2014,Newfoundland and Labrador,Domestic demand,Recreation and entertainment,Dollars,millions,23.4
408,2014,Newfoundland and Labrador,Domestic demand,Travel services,Dollars,millions,15.4
409,2014,Newfoundland and Labrador,Domestic demand,Convention fees,Dollars,millions,2.9
410,2014,Newfoundland and Labrador,Domestic demand,Pre-trip expenses,Dollars,millions,60.9
411,2014,Newfoundland and Labrador,Domestic demand,Total other products,Dollars,millions,135.7
412,2014,Newfoundland and Labrador,Domestic demand,Groceries,Dollars,millions,46.8
413,2014,Newfoundland and Labrador,Domestic demand,"Beer, wine, and liquor from stores",Dollars,millions,12.4
414,2014,Newfoundland and Labrador,Domestic demand,Urban transit and parking,Dollars,millions,0.4
415,2014,Newfoundland and Labrador,Domestic demand,Miscellaneous products,Dollars,millions,76.1
416,2014,Newfoundland and Labrador,Exports,Total tourism expenditures,Dollars,millions,470.9
417,2014,Newfoundland and Labrador,Exports,Total tourism products,Dollars,millions,415.1
418,2014,Newfoundland and Labrador,Exports,Total transportation,Dollars,millions,198.0
419,2014,Newfoundland and Labrador,Exports,Passenger air transport,Dollars,millions,136.4
420,2014,Newfoundland and Labrador,Exports,Passenger rail transport,Dollars,millions,0.1
421,2014,Newfoundland and Labrador,Exports,Passenger water transport,Dollars,millions,6.8
422,2014,Newfoundland and Labrador,Exports,"Interurban, charter and tour bus transport",Dollars,millions,2.8
423,2014,Newfoundland and Labrador,Exports,Taxis,Dollars,millions,2.7
424,2014,Newfoundland and Labrador,Exports,Vehicle rental,Dollars,millions,28.7
425,2014,Newfoundland and Labrador,Exports,Vehicle repairs and parts,Dollars,millions,6.3
426,2014,Newfoundland and Labrador,Exports,Vehicle fuel,Dollars,millions,14.2
427,2014,Newfoundland and Labrador,Exports,Total accommodation,Dollars,millions,91.4
428,2014,Newfoundland and Labrador,Exports,Hotels,Dollars,millions,67.4
429,2014,Newfoundland and Labrador,Exports,Motels,Dollars,millions,6.3
430,2014,Newfoundland and Labrador,Exports,Camping,Dollars,millions,2.2
431,2014,Newfoundland and Labrador,Exports,Other accommodation,Dollars,millions,15.5
432,2014,Newfoundland and Labrador,Exports,Total food and beverage services,Dollars,millions,80.4
433,2014,Newfoundland and Labrador,Exports,Meals from accommodation,Dollars,millions,5.8
434,2014,Newfoundland and Labrador,Exports,Meals from restaurants,Dollars,millions,57.2
435,2014,Newfoundland and Labrador,Exports,Alcoholic beverages from accommodation,Dollars,millions,1.2
436,2014,Newfoundland and Labrador,Exports,Alcoholic beverages from restaurants,Dollars,millions,13.2
437,2014,Newfoundland and Labrador,Exports,Meals and alcoholic beverages from other tourism industries,Dollars,millions,3.0
438,2014,Newfoundland and Labrador,Exports,Total other tourism products,Dollars,millions,45.3
439,2014,Newfoundland and Labrador,Exports,Recreation and entertainment,Dollars,millions,16.7
440,2014,Newfoundland and Labrador,Exports,Travel services,Dollars,millions,27.5
441,2014,Newfoundland and Labrador,Exports,Convention fees,Dollars,millions,1.1
442,2014,Newfoundland and Labrador,Exports,Pre-trip expenses,Dollars,millions,0.0
443,2014,Newfoundland and Labrador,Exports,Total other products,Dollars,millions,55.8
444,2014,Newfoundland and Labrador,Exports,Groceries,Dollars,millions,22.5
445,2014,Newfoundland and Labrador,Exports,"Beer, wine, and liquor from stores",Dollars,millions,6.0
446,2014,Newfoundland and Labrador,Exports,Urban transit and parking,Dollars,millions,0.2
447,2014,Newfoundland and Labrador,Exports,Miscellaneous products,Dollars,millions,27.1
448,2014,Newfoundland and Labrador,Interprovincial demand (exports),Total tourism expenditures,Dollars,millions,368.1
449,2014,Newfoundland and Labrador,Interprovincial demand (exports),Total tourism products,Dollars,millions,327.9
450,2014,Newfoundland and Labrador,Interprovincial demand (exports),Total transportation,Dollars,millions,172.3
451,2014,Newfoundland and Labrador,Interprovincial demand (exports),Passenger air transport,Dollars,millions,121.7
452,2014,Newfoundland and Labrador,Interprovincial demand (exports),Passenger rail transport,Dollars,millions,0.0
453,2014,Newfoundland and Labrador,Interprovincial demand (exports),Passenger water transport,Dollars,millions,6.2
454,2014,Newfoundland and Labrador,Interprovincial demand (exports),"Interurban, charter and tour bus transport",Dollars,millions,0.8
455,2014,Newfoundland and Labrador,Interprovincial demand (exports),Taxis,Dollars,millions,2.5
456,2014,Newfoundland and Labrador,Interprovincial demand (exports),Vehicle rental,Dollars,millions,22.3
457,2014,Newfoundland and Labrador,Interprovincial demand (exports),Vehicle repairs and parts,Dollars,millions,5.7
458,2014,Newfoundland and Labrador,Interprovincial demand (exports),Vehicle fuel,Dollars,millions,13.1
459,2014,Newfoundland and Labrador,Interprovincial demand (exports),Total accommodation,Dollars,millions,53.8
460,2014,Newfoundland and Labrador,Interprovincial demand (exports),Hotels,Dollars,millions,42.9
461,2014,Newfoundland and Labrador,Interprovincial demand (exports),Motels,Dollars,millions,4.5
462,2014,Newfoundland and Labrador,Interprovincial demand (exports),Camping,Dollars,millions,0.3
463,2014,Newfoundland and Labrador,Interprovincial demand (exports),Other accommodation,Dollars,millions,6.1
464,2014,Newfoundland and Labrador,Interprovincial demand (exports),Total food and beverage services,Dollars,millions,64.6
465,2014,Newfoundland and Labrador,Interprovincial demand (exports),Meals from accommodation,Dollars,millions,4.7
466,2014,Newfoundland and Labrador,Interprovincial demand (exports),Meals from restaurants,Dollars,millions,46.1
467,2014,Newfoundland and Labrador,Interprovincial demand (exports),Alcoholic beverages from accommodation,Dollars,millions,0.9
468,2014,Newfoundland and Labrador,Interprovincial demand (exports),Alcoholic beverages from restaurants,Dollars,millions,10.5
469,2014,Newfoundland and Labrador,Interprovincial demand (exports),Meals and alcoholic beverages from other tourism industries,Dollars,millions,2.4
470,2014,Newfoundland and Labrador,Interprovincial demand (exports),Total other tourism products,Dollars,millions,37.2
471,2014,Newfoundland and Labrador,Interprovincial demand (exports),Recreation and entertainment,Dollars,millions,12.7
472,2014,Newfoundland and Labrador,Interprovincial demand (exports),Travel services,Dollars,millions,23.7
473,2014,Newfoundland and Labrador,Interprovincial demand (exports),Convention fees,Dollars,millions,0.8
474,2014,Newfoundland and Labrador,Interprovincial demand (exports),Pre-trip expenses,Dollars,millions,0.0
475,2014,Newfoundland and Labrador,Interprovincial demand (exports),Total other products,Dollars,millions,40.2
476,2014,Newfoundland and Labrador,Interprovincial demand (exports),Groceries,Dollars,millions,15.7
477,2014,Newfoundland and Labrador,Interprovincial demand (exports),"Beer, wine, and liquor from stores",Dollars,millions,4.2
478,2014,Newfoundland and Labrador,Interprovincial demand (exports),Urban transit and parking,Dollars,millions,0.2
479,2014,Newfoundland and Labrador,Interprovincial demand (exports),Miscellaneous products,Dollars,millions,20.1
480,2014,Newfoundland and Labrador,International demand (exports),Total tourism expenditures,Dollars,millions,102.7
481,2014,Newfoundland and Labrador,International demand (exports),Total tourism products,Dollars,millions,87.2
482,2014,Newfoundland and Labrador,International demand (exports),Total transportation,Dollars,millions,25.7
483,2014,Newfoundland and Labrador,International demand (exports),Passenger air transport,Dollars,millions,14.7
484,2014,Newfoundland and Labrador,International demand (exports),Passenger rail transport,Dollars,millions,0.1
485,2014,Newfoundland and Labrador,International demand (exports),Passenger water transport,Dollars,millions,0.7
486,2014,Newfoundland and Labrador,International demand (exports),"Interurban, charter and tour bus transport",Dollars,millions,2.0
487,2014,Newfoundland and Labrador,International demand (exports),Taxis,Dollars,millions,0.2
488,2014,Newfoundland and Labrador,International demand (exports),Vehicle rental,Dollars,millions,6.4
489,2014,Newfoundland and Labrador,International demand (exports),Vehicle repairs and parts,Dollars,millions,0.5
490,2014,Newfoundland and Labrador,International demand (exports),Vehicle fuel,Dollars,millions,1.1
491,2014,Newfoundland and Labrador,International demand (exports),Total accommodation,Dollars,millions,37.7
492,2014,Newfoundland and Labrador,International demand (exports),Hotels,Dollars,millions,24.5
493,2014,Newfoundland and Labrador,International demand (exports),Motels,Dollars,millions,1.8
494,2014,Newfoundland and Labrador,International demand (exports),Camping,Dollars,millions,2.0
495,2014,Newfoundland and Labrador,International demand (exports),Other accommodation,Dollars,millions,9.4
496,2014,Newfoundland and Labrador,International demand (exports),Total food and beverage services,Dollars,millions,15.6
497,2014,Newfoundland and Labrador,International demand (exports),Meals from accommodation,Dollars,millions,1.1
498,2014,Newfoundland and Labrador,International demand (exports),Meals from restaurants,Dollars,millions,11.1
499,2014,Newfoundland and Labrador,International demand (exports),Alcoholic beverages from accommodation,Dollars,millions,0.2
500,2014,Newfoundland and Labrador,International demand (exports),Alcoholic beverages from restaurants,Dollars,millions,2.6
501,2014,Newfoundland and Labrador,International demand (exports),Meals and alcoholic beverages from other tourism industries,Dollars,millions,0.6
502,2014,Newfoundland and Labrador,International demand (exports),Total other tourism products,Dollars,millions,8.2
503,2014,Newfoundland and Labrador,International demand (exports),Recreation and entertainment,Dollars,millions,4.1
504,2014,Newfoundland and Labrador,International demand (exports),Travel services,Dollars,millions,3.8
505,2014,Newfoundland and Labrador,International demand (exports),Convention fees,Dollars,millions,0.3
506,2014,Newfoundland and Labrador,International demand (exports),Pre-trip expenses,Dollars,millions,0.0
507,2014,Newfoundland and Labrador,International demand (exports),Total other products,Dollars,millions,15.5
508,2014,Newfoundland and Labrador,International demand (exports),Groceries,Dollars,millions,6.7
509,2014,Newfoundland and Labrador,International demand (exports),"Beer, wine, and liquor from stores",Dollars,millions,1.8
510,2014,Newfoundland and Labrador,International demand (exports),Urban transit and parking,Dollars,millions,0.0
511,2014,Newfoundland and Labrador,International demand (exports),Miscellaneous products,Dollars,millions,7.0
512,2014,Newfoundland and Labrador,Imports,Total tourism expenditures,Dollars,millions,585.9
513,2014,Newfoundland and Labrador,Imports,Total tourism products,Dollars,millions,507.2
514,2014,Newfoundland and Labrador,Imports,Total transportation,Dollars,millions,218.8
523,2014,Newfoundland and Labrador,Imports,Total accommodation,Dollars,millions,127.8
528,2014,Newfoundland and Labrador,Imports,Total food and beverage services,Dollars,millions,82.7
534,2014,Newfoundland and Labrador,Imports,Total other tourism products,Dollars,millions,78.0
539,2014,Newfoundland and Labrador,Imports,Total other products,Dollars,millions,78.6
544,2014,Newfoundland and Labrador,Interprovincial imports,Total tourism expenditures,Dollars,millions,277.4
545,2014,Newfoundland and Labrador,Interprovincial imports,Total tourism products,Dollars,millions,242.3
546,2014,Newfoundland and Labrador,Interprovincial imports,Total transportation,Dollars,millions,118.3
547,2014,Newfoundland and Labrador,Interprovincial imports,Passenger air transport,Dollars,millions,94.2
548,2014,Newfoundland and Labrador,Interprovincial imports,Passenger rail transport,Dollars,millions,0.4
549,2014,Newfoundland and Labrador,Interprovincial imports,Passenger water transport,Dollars,millions,1.3
550,2014,Newfoundland and Labrador,Interprovincial imports,"Interurban, charter and tour bus transport",Dollars,millions,0.6
551,2014,Newfoundland and Labrador,Interprovincial imports,Taxis,Dollars,millions,2.3
552,2014,Newfoundland and Labrador,Interprovincial imports,Vehicle rental,Dollars,millions,5.6
553,2014,Newfoundland and Labrador,Interprovincial imports,Vehicle repairs and parts,Dollars,millions,4.4
554,2014,Newfoundland and Labrador,Interprovincial imports,Vehicle fuel,Dollars,millions,9.5
555,2014,Newfoundland and Labrador,Interprovincial imports,Total accommodation,Dollars,millions,41.4
556,2014,Newfoundland and Labrador,Interprovincial imports,Hotels,Dollars,millions,37.5
557,2014,Newfoundland and Labrador,Interprovincial imports,Motels,Dollars,millions,1.3
558,2014,Newfoundland and Labrador,Interprovincial imports,Camping,Dollars,millions,0.2
559,2014,Newfoundland and Labrador,Interprovincial imports,Other accommodation,Dollars,millions,2.4
560,2014,Newfoundland and Labrador,Interprovincial imports,Total food and beverage services,Dollars,millions,30.7
561,2014,Newfoundland and Labrador,Interprovincial imports,Meals from accommodation,Dollars,millions,1.4
562,2014,Newfoundland and Labrador,Interprovincial imports,Meals from restaurants,Dollars,millions,23.5
563,2014,Newfoundland and Labrador,Interprovincial imports,Alcoholic beverages from accommodation,Dollars,millions,0.5
564,2014,Newfoundland and Labrador,Interprovincial imports,Alcoholic beverages from restaurants,Dollars,millions,3.7
565,2014,Newfoundland and Labrador,Interprovincial imports,Meals and alcoholic beverages from other tourism industries,Dollars,millions,1.6
