,Year,Province,Products,VALUE
3780,2014,Yukon,Passenger rail transport,
3781,2014,Yukon,Passenger water transport,
3782,2014,Yukon,"Interurban, charter and tour bus transport",
3783,2014,Yukon,Taxis,
3784,2014,Yukon,Vehicle rental,
3785,2014,Yukon,Vehicle repairs and parts,
3786,2014,Yukon,Vehicle fuel,
3787,2014,Yukon,Total accommodation,9.9
3788,2014,Yukon,Hotels,
3789,2014,Yukon,Motels,
3790,2014,Yukon,Camping,
3791,2014,Yukon,Other accommodation,
3792,2014,Yukon,Total food and beverage services,5.8
3793,2014,Yukon,Meals from accommodation,
3794,2014,Yukon,Meals from restaurants,
3795,2014,Yukon,Alcoholic beverages from accommodation,
3796,2014,Yukon,Alcoholic beverages from restaurants,
3797,2014,Yukon,Meals and alcoholic beverages from other tourism industries,
3798,2014,Yukon,Total other tourism products,1.2
3799,2014,Yukon,Recreation and entertainment,
3800,2014,Yukon,Travel services,
3801,2014,Yukon,Convention fees,
3802,2014,Yukon,Pre-trip expenses,
3803,2014,Yukon,Total other products,1.9
3804,2014,Yukon,Groceries,
3805,2014,Yukon,"Beer, wine, and liquor from stores",
3806,2014,Yukon,Urban transit and parking,
3807,2014,Yukon,Miscellaneous products,
3808,2014,Yukon,Total tourism expenditures,4.1
3809,2014,Yukon,Total tourism products,45.0
3810,2014,Yukon,Total transportation,34.7
3811,2014,Yukon,Passenger air transport,36.5
3812,2014,Yukon,Passenger rail transport,
3813,2014,Yukon,Passenger water transport,
3814,2014,Yukon,"Interurban, charter and tour bus transport",97.0
3815,2014,Yukon,Taxis,18.7
3816,2014,Yukon,Vehicle rental,60.3
3817,2014,Yukon,Vehicle repairs and parts,27.4
3818,2014,Yukon,Vehicle fuel,27.0
3819,2014,Yukon,Total accommodation,69.4
3820,2014,Yukon,Hotels,70.4
3821,2014,Yukon,Motels,55.1
3822,2014,Yukon,Camping,95.0
3823,2014,Yukon,Other accommodation,73.2
3824,2014,Yukon,Total food and beverage services,48.5
3825,2014,Yukon,Meals from accommodation,48.2
3826,2014,Yukon,Meals from restaurants,48.4
3827,2014,Yukon,Alcoholic beverages from accommodation,48.3
3828,2014,Yukon,Alcoholic beverages from restaurants,49.2
3829,2014,Yukon,Meals and alcoholic beverages from other tourism industries,48.7
3830,2014,Yukon,Total other tourism products,53.2
3831,2014,Yukon,Recreation and entertainment,22.8
3832,2014,Yukon,Travel services,98.0
3833,2014,Yukon,Convention fees,70.4
3834,2014,Yukon,Pre-trip expenses,100.0
3835,2014,Yukon,Total other products,0.8
3836,2014,Yukon,Groceries,5.9
3837,2014,Yukon,"Beer, wine, and liquor from stores",5.8
3838,2014,Yukon,Urban transit and parking,11.4
3839,2014,Yukon,Miscellaneous products,0.6
3840,2014,Northwest Territories,Total tourism expenditures,9390.0
3841,2014,Northwest Territories,Total tourism products,595.0
3842,2014,Northwest Territories,Total transportation,408.7
3843,2014,Northwest Territories,Passenger air transport,322.8
3844,2014,Northwest Territories,Passenger rail transport,0.0
3845,2014,Northwest Territories,Passenger water transport,1.8
3846,2014,Northwest Territories,"Interurban, charter and tour bus transport",3.6
3847,2014,Northwest Territories,Taxis,5.6
3848,2014,Northwest Territories,Vehicle rental,1.7
3849,2014,Northwest Territories,Vehicle repairs and parts,28.7
3850,2014,Northwest Territories,Vehicle fuel,44.5
3851,2014,Northwest Territories,Total accommodation,53.0
3852,2014,Northwest Territories,Hotels,38.4
3853,2014,Northwest Territories,Motels,1.9
3854,2014,Northwest Territories,Camping,6.6
3855,2014,Northwest Territories,Other accommodation,6.1
3856,2014,Northwest Territories,Total food and beverage services,97.3
3857,2014,Northwest Territories,Meals from accommodation,20.4
3858,2014,Northwest Territories,Meals from restaurants,53.2
3859,2014,Northwest Territories,Alcoholic beverages from accommodation,10.6
3860,2014,Northwest Territories,Alcoholic beverages from restaurants,8.1
3861,2014,Northwest Territories,Meals and alcoholic beverages from other tourism industries,5.0
3862,2014,Northwest Territories,Total other tourism products,36.0
3863,2014,Northwest Territories,Recreation and entertainment,18.6
3864,2014,Northwest Territories,Travel services,4.6
3865,2014,Northwest Territories,Convention fees,3.6
3866,2014,Northwest Territories,Pre-trip expenses,9.2
3867,2014,Northwest Territories,Total other products,8795.0
3868,2014,Northwest Territories,Groceries,177.0
3869,2014,Northwest Territories,"Beer, wine, and liquor from stores",42.1
3870,2014,Northwest Territories,Urban transit and parking,0.7
3871,2014,Northwest Territories,Miscellaneous products,8575.2
3872,2014,Northwest Territories,Total tourism expenditures,231.3
3873,2014,Northwest Territories,Total tourism products,209.8
3874,2014,Northwest Territories,Total transportation,127.3
3875,2014,Northwest Territories,Passenger air transport,109.0
3876,2014,Northwest Territories,Passenger rail transport,0.0
3877,2014,Northwest Territories,Passenger water transport,1.2
3878,2014,Northwest Territories,"Interurban, charter and tour bus transport",3.5
3879,2014,Northwest Territories,Taxis,1.0
3880,2014,Northwest Territories,Vehicle rental,1.2
3881,2014,Northwest Territories,Vehicle repairs and parts,4.5
3882,2014,Northwest Territories,Vehicle fuel,6.9
3883,2014,Northwest Territories,Total accommodation,35.4
3884,2014,Northwest Territories,Hotels,26.8
3885,2014,Northwest Territories,Motels,1.0
3886,2014,Northwest Territories,Camping,2.4
3887,2014,Northwest Territories,Other accommodation,5.2
3888,2014,Northwest Territories,Total food and beverage services,23.0
3889,2014,Northwest Territories,Meals from accommodation,4.7
3890,2014,Northwest Territories,Meals from restaurants,12.3
3891,2014,Northwest Territories,Alcoholic beverages from accommodation,2.7
3892,2014,Northwest Territories,Alcoholic beverages from restaurants,2.1
3893,2014,Northwest Territories,Meals and alcoholic beverages from other tourism industries,1.2
3894,2014,Northwest Territories,Total other tourism products,24.1
3895,2014,Northwest Territories,Recreation and entertainment,7.9
3896,2014,Northwest Territories,Travel services,4.5
3897,2014,Northwest Territories,Convention fees,2.5
3898,2014,Northwest Territories,Pre-trip expenses,9.2
3899,2014,Northwest Territories,Total other products,21.5
3900,2014,Northwest Territories,Groceries,6.0
3901,2014,Northwest Territories,"Beer, wine, and liquor from stores",1.5
3902,2014,Northwest Territories,Urban transit and parking,0.1
3903,2014,Northwest Territories,Miscellaneous products,13.9
3904,2014,Northwest Territories,Total tourism expenditures,80.7
3905,2014,Northwest Territories,Total tourism products,68.2
3906,2014,Northwest Territories,Total transportation,32.0
3907,2014,Northwest Territories,Passenger air transport,19.4
3908,2014,Northwest Territories,Passenger rail transport,0.0
3909,2014,Northwest Territories,Passenger water transport,0.9
3910,2014,Northwest Territories,"Interurban, charter and tour bus transport",0.3
3911,2014,Northwest Territories,Taxis,0.6
3912,2014,Northwest Territories,Vehicle rental,0.8
3913,2014,Northwest Territories,Vehicle repairs and parts,3.9
3914,2014,Northwest Territories,Vehicle fuel,6.1
3915,2014,Northwest Territories,Total accommodation,10.2
3916,2014,Northwest Territories,Hotels,4.7
3917,2014,Northwest Territories,Motels,0.3
3918,2014,Northwest Territories,Camping,1.7
3919,2014,Northwest Territories,Other accommodation,3.5
3920,2014,Northwest Territories,Total food and beverage services,12.0
3921,2014,Northwest Territories,Meals from accommodation,2.4
3922,2014,Northwest Territories,Meals from restaurants,6.3
3923,2014,Northwest Territories,Alcoholic beverages from accommodation,1.5
3924,2014,Northwest Territories,Alcoholic beverages from restaurants,1.2
3925,2014,Northwest Territories,Meals and alcoholic beverages from other tourism industries,0.6
3926,2014,Northwest Territories,Total other tourism products,14.0
3927,2014,Northwest Territories,Recreation and entertainment,2.2
3928,2014,Northwest Territories,Travel services,1.1
3929,2014,Northwest Territories,Convention fees,1.5
3930,2014,Northwest Territories,Pre-trip expenses,9.2
3931,2014,Northwest Territories,Total other products,12.5
3932,2014,Northwest Territories,Groceries,5.1
3933,2014,Northwest Territories,"Beer, wine, and liquor from stores",1.2
3934,2014,Northwest Territories,Urban transit and parking,0.0
3935,2014,Northwest Territories,Miscellaneous products,6.2
3936,2014,Northwest Territories,Total tourism expenditures,150.5
3937,2014,Northwest Territories,Total tourism products,141.7
3938,2014,Northwest Territories,Total transportation,95.3
3939,2014,Northwest Territories,Passenger air transport,89.6
3940,2014,Northwest Territories,Passenger rail transport,0.0
3941,2014,Northwest Territories,Passenger water transport,0.2
3942,2014,Northwest Territories,"Interurban, charter and tour bus transport",3.2
3943,2014,Northwest Territories,Taxis,0.5
3944,2014,Northwest Territories,Vehicle rental,0.3
3945,2014,Northwest Territories,Vehicle repairs and parts,0.6
3946,2014,Northwest Territories,Vehicle fuel,0.9
3947,2014,Northwest Territories,Total accommodation,25.2
3948,2014,Northwest Territories,Hotels,22.1
3949,2014,Northwest Territories,Motels,0.6
3950,2014,Northwest Territories,Camping,0.8
3951,2014,Northwest Territories,Other accommodation,1.7
3952,2014,Northwest Territories,Total food and beverage services,11.0
3953,2014,Northwest Territories,Meals from accommodation,2.3
3954,2014,Northwest Territories,Meals from restaurants,6.0
3955,2014,Northwest Territories,Alcoholic beverages from accommodation,1.2
3956,2014,Northwest Territories,Alcoholic beverages from restaurants,0.9
3957,2014,Northwest Territories,Meals and alcoholic beverages from other tourism industries,0.6
3958,2014,Northwest Territories,Total other tourism products,10.2
3959,2014,Northwest Territories,Recreation and entertainment,5.7
3960,2014,Northwest Territories,Travel services,3.4
3961,2014,Northwest Territories,Convention fees,1.1
3962,2014,Northwest Territories,Pre-trip expenses,0.0
3963,2014,Northwest Territories,Total other products,8.8
3964,2014,Northwest Territories,Groceries,1.0
3965,2014,Northwest Territories,"Beer, wine, and liquor from stores",0.2
3966,2014,Northwest Territories,Urban transit and parking,0.0
3967,2014,Northwest Territories,Miscellaneous products,7.6
3968,2014,Northwest Territories,Total tourism expenditures,89.2
3969,2014,Northwest Territories,Total tourism products,88.5
3970,2014,Northwest Territories,Total transportation,75.0
3971,2014,Northwest Territories,Passenger air transport,74.5
3972,2014,Northwest Territories,Passenger rail transport,0.0
3973,2014,Northwest Territories,Passenger water transport,0.0
3974,2014,Northwest Territories,"Interurban, charter and tour bus transport",0.0
3975,2014,Northwest Territories,Taxis,0.1
3976,2014,Northwest Territories,Vehicle rental,0.0
3977,2014,Northwest Territories,Vehicle repairs and parts,0.2
3978,2014,Northwest Territories,Vehicle fuel,0.2
3979,2014,Northwest Territories,Total accommodation,3.5
3980,2014,Northwest Territories,Hotels,3.2
3981,2014,Northwest Territories,Motels,0.3
3982,2014,Northwest Territories,Camping,0.0
3983,2014,Northwest Territories,Other accommodation,0.0
3984,2014,Northwest Territories,Total food and beverage services,3.7
3985,2014,Northwest Territories,Meals from accommodation,0.8
3986,2014,Northwest Territories,Meals from restaurants,2.0
3987,2014,Northwest Territories,Alcoholic beverages from accommodation,0.4
3988,2014,Northwest Territories,Alcoholic beverages from restaurants,0.3
3989,2014,Northwest Territories,Meals and alcoholic beverages from other tourism industries,0.2
3990,2014,Northwest Territories,Total other tourism products,6.3
3991,2014,Northwest Territories,Recreation and entertainment,4.0
3992,2014,Northwest Territories,Travel services,2.2
3993,2014,Northwest Territories,Convention fees,0.1
3994,2014,Northwest Territories,Pre-trip expenses,0.0
3995,2014,Northwest Territories,Total other products,0.7
3996,2014,Northwest Territories,Groceries,0.3
3997,2014,Northwest Territories,"Beer, wine, and liquor from stores",0.1
3998,2014,Northwest Territories,Urban transit and parking,0.0
3999,2014,Northwest Territories,Miscellaneous products,0.3
4000,2014,Northwest Territories,Total tourism expenditures,60.9
4001,2014,Northwest Territories,Total tourism products,52.9
4002,2014,Northwest Territories,Total transportation,20.2
4003,2014,Northwest Territories,Passenger air transport,15.1
4004,2014,Northwest Territories,Passenger rail transport,0.0
4005,2014,Northwest Territories,Passenger water transport,0.2
4006,2014,Northwest Territories,"Interurban, charter and tour bus transport",3.2
4007,2014,Northwest Territories,Taxis,0.3
4008,2014,Northwest Territories,Vehicle rental,0.3
4009,2014,Northwest Territories,Vehicle repairs and parts,0.4
4010,2014,Northwest Territories,Vehicle fuel,0.7
4011,2014,Northwest Territories,Total accommodation,21.6
4012,2014,Northwest Territories,Hotels,18.8
4013,2014,Northwest Territories,Motels,0.3
4014,2014,Northwest Territories,Camping,0.8
4015,2014,Northwest Territories,Other accommodation,1.7
4016,2014,Northwest Territories,Total food and beverage services,7.3
4017,2014,Northwest Territories,Meals from accommodation,1.5
4018,2014,Northwest Territories,Meals from restaurants,4.0
4019,2014,Northwest Territories,Alcoholic beverages from accommodation,0.8
4020,2014,Northwest Territories,Alcoholic beverages from restaurants,0.6
4021,2014,Northwest Territories,Meals and alcoholic beverages from other tourism industries,0.4
4022,2014,Northwest Territories,Total other tourism products,3.8
4023,2014,Northwest Territories,Recreation and entertainment,1.7
4024,2014,Northwest Territories,Travel services,1.2
4025,2014,Northwest Territories,Convention fees,0.9
4026,2014,Northwest Territories,Pre-trip expenses,0.0
4027,2014,Northwest Territories,Total other products,8.0
4028,2014,Northwest Territories,Groceries,0.6
4029,2014,Northwest Territories,"Beer, wine, and liquor from stores",0.1
4030,2014,Northwest Territories,Urban transit and parking,0.0
4031,2014,Northwest Territories,Miscellaneous products,7.3
4032,2014,Northwest Territories,Total tourism expenditures,75.4
4033,2014,Northwest Territories,Total tourism products,55.4
4034,2014,Northwest Territories,Total transportation,19.8
4035,2014,Northwest Territories,Passenger air transport,
4036,2014,Northwest Territories,Passenger rail transport,
4037,2014,Northwest Territories,Passenger water transport,
4038,2014,Northwest Territories,"Interurban, charter and tour bus transport",
4039,2014,Northwest Territories,Taxis,
4040,2014,Northwest Territories,Vehicle rental,
4041,2014,Northwest Territories,Vehicle repairs and parts,
4042,2014,Northwest Territories,Vehicle fuel,
4043,2014,Northwest Territories,Total accommodation,14.9
4044,2014,Northwest Territories,Hotels,
4045,2014,Northwest Territories,Motels,
4046,2014,Northwest Territories,Camping,
4047,2014,Northwest Territories,Other accommodation,
4048,2014,Northwest Territories,Total food and beverage services,11.4
4049,2014,Northwest Territories,Meals from accommodation,
4050,2014,Northwest Territories,Meals from restaurants,
4051,2014,Northwest Territories,Alcoholic beverages from accommodation,
4052,2014,Northwest Territories,Alcoholic beverages from restaurants,
4053,2014,Northwest Territories,Meals and alcoholic beverages from other tourism industries,
4054,2014,Northwest Territories,Total other tourism products,9.4
4055,2014,Northwest Territories,Recreation and entertainment,
4056,2014,Northwest Territories,Travel services,
4057,2014,Northwest Territories,Convention fees,
4058,2014,Northwest Territories,Pre-trip expenses,
4059,2014,Northwest Territories,Total other products,20.0
4060,2014,Northwest Territories,Groceries,
4061,2014,Northwest Territories,"Beer, wine, and liquor from stores",
4062,2014,Northwest Territories,Urban transit and parking,
4063,2014,Northwest Territories,Miscellaneous products,
4064,2014,Northwest Territories,Total tourism expenditures,54.8
